id_restaurant,rest_name,rest_url,rest_phone,rest_address,rest_reviews_number,rest_rating (from 1 to 5: the greater the value, the better the rating; -1: no rating)
682,Нептун,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8348270-Reviews-Neptun-Tambov_Tambov_Oblast_Central_Russia.html,,"Бастионная, 1Б, Тамбов 392028 Россия",,-1
683,Бар Bento-Bar,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d5566291-Reviews-Fresh_Bento_Bar-Tambov_Tambov_Oblast_Central_Russia.html,+7 902 725-12-51,"Бульвар Энтузиастов 1, Тамбов 392000 Россия",,-1
684,Бавария,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8344671-Reviews-Bavaria-Tambov_Tambov_Oblast_Central_Russia.html,,"Лагерная, 1, Тамбов 392022 Россия",,-1
685,Буллит,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8345168-Reviews-Bullit-Tambov_Tambov_Oblast_Central_Russia.html,,"Чичерина, 54а, Тамбов 392027 Россия",,-1
686,"Закусочная на ул. Мичуринская, 60",https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8351554-Reviews-Zakusochnaya-Tambov_Tambov_Oblast_Central_Russia.html,,"Мичуринская, 60, Тамбов 392018 Россия",,-1
687,Джулия,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8519013-Reviews-Dzhulia-Tambov_Tambov_Oblast_Central_Russia.html,,"ул. Лермонтовская, д. 175д, Тамбов 392022 Россия",,-1
688,Фреш Бутик,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8346535-Reviews-Fresh_Boutigue-Tambov_Tambov_Oblast_Central_Russia.html,+7 475 243-54-35,"Чичерина, 11, Тамбов 392027 Россия",,-1
689,Унаги Бар,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23586704-Reviews-Unagi_Bar-Tambov_Tambov_Oblast_Central_Russia.html,+7 910 756-88-88,"Студенецкая,  16а, Тамбов 392000 Россия",,-1
690,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23427755-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"улица Советская, 24, Тамбов 392002 Россия",,-1
691,Флай,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8346481-Reviews-Fly-Tambov_Tambov_Oblast_Central_Russia.html,,"Карла Маркса, 175а, Тамбов 392000 Россия",,-1
692,Sushi-City,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23155430-Reviews-Sushi_City-Tambov_Tambov_Oblast_Central_Russia.html,+7 960 660-66-66,"Severo-Zapadnaya, 8, Тамбов 392024 Россия",,-1
693,Вкусные Обеды,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8351202-Reviews-Vkusniye_Obedy-Tambov_Tambov_Oblast_Central_Russia.html,,"Советская, 194з, Тамбов 392000 Россия",,-1
694,Меню От Купца,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8347999-Reviews-Menyu_Ot_Kuptsa-Tambov_Tambov_Oblast_Central_Russia.html,,"Красная, 7а корп. 6, Тамбов 392000 Россия",,-1
695,Макдоналдс,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8347967-Reviews-McDonald_s-Tambov_Tambov_Oblast_Central_Russia.html,,"Мичуринская, 114в, Тамбов 392032 Россия",,-1
696,Шар,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8349562-Reviews-Shar-Tambov_Tambov_Oblast_Central_Russia.html,+7 475 253-21-10,"Чичканова, 14в, Тамбов 392008 Россия",,-1
697,СушиВесла,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d22043835-Reviews-SushiVesla-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-30-30,"Мичуринская улица, 27, Тамбов 392027 Россия",,-1
698,МИСТЕР ГИРОС,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d12290951-Reviews-Mr_Gyros-Tambov_Tambov_Oblast_Central_Russia.html,+7 475 264-10-00,"ул. Советская, 99A ТРЦ «Рио», Тамбов 392000 Россия",,-1
699,Макдоналдс,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8347955-Reviews-McDonald_s-Tambov_Tambov_Oblast_Central_Russia.html,+7 475 245-96-67,"Энтузиастов бульвар, 1м, Тамбов 392003 Россия",,-1
700,Вилкатарелка,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8351135-Reviews-Vilkatarelka-Tambov_Tambov_Oblast_Central_Russia.html,+7 929 020-20-23,"Советская, 81а, Тамбов 392000 Россия",,-1
701,Beerлога,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8344720-Reviews-Beerloga-Tambov_Tambov_Oblast_Central_Russia.html,,"Магистральная, 1, Тамбов 392027 Россия",,-1
702,Прачка,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23811663-Reviews-Prachka-Tambov_Tambov_Oblast_Central_Russia.html,+7 953 126-33-93,"​Набережная, 22Х, Тамбов 392023 Россия",,-1
703,Beerлога,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8344714-Reviews-Beerloga-Tambov_Tambov_Oblast_Central_Russia.html,,"Агапкина, 23, Тамбов 392000 Россия",,-1
704,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428341-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Мичуринская, 137А, Тамбов 392032 Россия",,-1
705,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428340-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,,"улица Киквидзе, 77, Тамбов 392014 Россия",,-1
706,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428333-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"улица Советская, 158, Тамбов 392008 Россия",,-1
707,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428329-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Пензенская улица, 134, Тамбов 392020 Россия",,-1
708,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428328-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"улица Чичерина, 15/2, Тамбов 392027 Россия",,-1
709,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428327-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Улица Красная, 7Б/4, Тамбов 392036 Россия",,-1
710,Макавто,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8347854-Reviews-Makavto-Tambov_Tambov_Oblast_Central_Russia.html,+7 475 245-96-64,"Энтузиастов бульвар, 1м, Тамбов 392003 Россия",,-1
711,Мангал Хаус,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8347853-Reviews-Mangal_House-Tambov_Tambov_Oblast_Central_Russia.html,+7 920 473-40-00,"Пятницкая, 5 корп. 3, Тамбов 392000 Россия",,-1
712,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428321-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Проезд Энергетиков, 2а, Тамбов 392030 Россия",,-1
713,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428316-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Улица Базарная, 115/1, Тамбов 392000 Россия",,-1
714,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428314-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Сенько, 20, Тамбов 392026 Россия",,-1
715,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428297-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"улица Интернациональная, 84, Тамбов 392036 Россия",,-1
716,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428294-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Привокзальная площадь, 1, Тамбов 392000 Россия",,-1
717,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428291-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"улица Советская, 161, Тамбов 392008 Россия",,-1
718,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428289-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Бульвар Энтузиастов, 1 К, Тамбов 392003 Россия",,-1
719,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428285-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"улица Мичуринская, 151, Тамбов 392032 Россия",,-1
720,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428284-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Улица Мичуринская, 64, Тамбов 392018 Россия",,-1
721,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428280-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"улица Московская, 29, корп. 3, Тамбов 392000 Россия",,-1
722,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428270-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Астраханская, 187В, Тамбов 392012 Россия",,-1
723,Макавто,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8347795-Reviews-Makavto-Tambov_Tambov_Oblast_Central_Russia.html,,"Мичуринская, 114в, Тамбов 392032 Россия",,-1
724,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428263-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Mичуринская, 112/2, Тамбов 392032 Россия",,-1
725,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428261-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Магистральная, 10, Тамбов 392024 Россия",,-1
726,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428246-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Мичуринская, 191, Тамбов 392024 Россия",,-1
727,Пит-Stop,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d6541540-Reviews-Pit_Stop-Tambov_Tambov_Oblast_Central_Russia.html,,"ул. Магистральная, д. 1в, Тамбов 392027 Россия",,-1
728,Сутеки,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d6190911-Reviews-Suteki-Tambov_Tambov_Oblast_Central_Russia.html,+7 475 263-34-37,"Энтузиастов бульвар, 1а, Тамбов 392003 Россия",,-1
729,Caramello,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8486669-Reviews-Caramello-Tambov_Tambov_Oblast_Central_Russia.html,,"Энтузиастов бульвар, д. 1а, стр. 1 ТРЦ Фестиваль-парк, Тамбов 392003 Россия",,-1
730,Кофейная # 1,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d13205699-Reviews-Kofeinaya_N1-Tambov_Tambov_Oblast_Central_Russia.html,,"Энтузиастов бульвар, 2а/1, Тамбов 392000 Россия",,-1
731,Гастрономический Ресторан Базилик,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23686804-Reviews-Gastronomic_Restaurant_Basil-Tambov_Tambov_Oblast_Central_Russia.html,+7 475 255-82-53,"Селезнёвская,  2А, Тамбов 392024 Россия",,-1
732,Лайт Кофе,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8347616-Reviews-Light_Coffee-Tambov_Tambov_Oblast_Central_Russia.html,,"Советская, 194Б, Тамбов 392000 Россия",,-1
733,Динара,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8346010-Reviews-Dinara-Tambov_Tambov_Oblast_Central_Russia.html,,"Коммунальная, 21а лит. П, Тамбов 392000 Россия",,-1
734,Рай,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d8349153-Reviews-Rai-Tambov_Tambov_Oblast_Central_Russia.html,,"Коммунальная, 21а корп. 2, Тамбов 392000 Россия",,-1
735,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428298-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Улица Рылеева, 59, Тамбов 392003 Россия",,-1
736,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428301-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Улица Рылеева, 69, Тамбов 392003 Россия",,-1
737,Робин Сдобин,https://www.tripadvisor.ru/Restaurant_Review-g1599089-d23428324-Reviews-Robin_Sdobin-Tambov_Tambov_Oblast_Central_Russia.html,+7 800 550-55-60,"Улица Коммунальная, 21А, Тамбов 392000 Россия",,-1
738,Ресторан Континенталь,https://www.tripadvisor.ru/Restaurant_Review-g298480-d7927888-Reviews-Continental_Restaurant-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 242-43-33,"ул. Николая Чумичова, 30 Отель Континенталь, Белгород 308009 Россия",317,"4,5"
739,Red Rak,https://www.tripadvisor.ru/Restaurant_Review-g298480-d12147351-Reviews-Red_Rak-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 951 135-41-31,"ул. Победы 71, Белгород 308009 Россия",120,"5,0"
740,Хинкальная № 1,https://www.tripadvisor.ru/Restaurant_Review-g298480-d8062002-Reviews-Khinkalnaya_1-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 960 634-48-48,"Соборная площадь, 1Б, Белгород 308000 Россия",290,"4,0"
741,Лес&Лис,https://www.tripadvisor.ru/Restaurant_Review-g298480-d11878635-Reviews-Les_Lis-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 277-88-99,"ул. Волчанская, 292Б, Белгород 308017 Россия",215,"4,5"
742,Солома,https://www.tripadvisor.ru/Restaurant_Review-g298480-d10069302-Reviews-Soloma-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 919 430-11-11,"ул. Северная, 19 Таврово-4, Белгород 308025 Россия",68,"4,5"
743,Forest Grill,https://www.tripadvisor.ru/Restaurant_Review-g298480-d13329772-Reviews-Forest_Grill-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 960 635-53-55,"Гражданский проспект, 36, Белгород 308009 Россия",76,"4,5"
744,Ресторан Башня,https://www.tripadvisor.ru/Restaurant_Review-g298480-d7928314-Reviews-Restaurant_Bashnya-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 223-17-77,"проспект Славы, 55, Белгород 308000 Россия",107,"4,0"
745,Гастробар Сидрерия,https://www.tripadvisor.ru/Restaurant_Review-g298480-d13356767-Reviews-Gastrobar_Sidreriya-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 241-24-16,"Ул. Костюкова, 36Г, Белгород 308012 Россия",36,"4,5"
746,Бидон,https://www.tripadvisor.ru/Restaurant_Review-g298480-d15694419-Reviews-Bidon-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 903 887-99-55,"Ватутина,  5Г, Белгород 308013 Россия",63,"4,5"
747,Чернозём,https://www.tripadvisor.ru/Restaurant_Review-g298480-d18850244-Reviews-Chernozem-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 237-20-52,"просп. Богдана Хмельницкого, 56, Белгород 308000 Россия",19,"5,0"
748,La Villa Restaurant,https://www.tripadvisor.ru/Restaurant_Review-g298480-d18573562-Reviews-La_Villa_Restaurant-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 240-74-08,"ул. Королёва, 29, Белгород 308012 Россия",37,"4,5"
749,Корчма,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186189-Reviews-Korchma-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 220-22-41,"Гражданский проспект, 18, Белгород 308000 Россия",104,"4,0"
750,Ибица,https://www.tripadvisor.ru/Restaurant_Review-g298480-d17561296-Reviews-Ibiza-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 910 737-14-80,"ул. Попова, 36, Белгород 308009 Россия",38,"4,5"
751,"ресторан ""Мезонин""",https://www.tripadvisor.ru/Restaurant_Review-g298480-d6405688-Reviews-Restaurant_Mezonin-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 236-46-44,"пр. Богдана Хмельницкого, 137Т, Белгород Россия",122,"4,0"
752,"Кафе «Ой, Всё!»",https://www.tripadvisor.ru/Restaurant_Review-g298480-d10781919-Reviews-Oi_Vse_Cafe-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 237-14-85,"ул. Попова, 36, Белгород 308000 Россия",72,"4,0"
753,Stories,https://www.tripadvisor.ru/Restaurant_Review-g298480-d20054256-Reviews-Stories-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 250-55-56,"Свято-Троицкий бульвар, 7, Белгород 308009 Россия",16,"5,0"
754,"Пироговая ""ПушкинЪ""",https://www.tripadvisor.ru/Restaurant_Review-g298480-d11443729-Reviews-Pirogovaya_Pushkin-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 910 365-44-99,"Пр-кт Славы, 86, Белгород 308015 Россия",35,"4,5"
755,Гости,https://www.tripadvisor.ru/Restaurant_Review-g298480-d19119850-Reviews-Gosti-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 236-46-56,"Гражданский проспект,  25, Белгород 308009 Россия",20,"4,5"
756,Кафе-пекарня Бонифаций,https://www.tripadvisor.ru/Restaurant_Review-g298480-d8037640-Reviews-Cafe_Bakery_Bonifatsiy-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 980 386-18-54,"пр. Славы, 31A, Белгород 308000 Россия",108,"4,0"
757,Forno A Legna,https://www.tripadvisor.ru/Restaurant_Review-g298480-d4293652-Reviews-Forno_A_Legna-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 231-28-98,"ул. Садовая, 2 А, Белгород Россия",150,"4,0"
758,Сахара не надо,https://www.tripadvisor.ru/Restaurant_Review-g298480-d12884526-Reviews-Sahara_ne_Nado-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 277-05-56,"пр-т Гражданский, 56, Белгород 308009 Россия",54,"4,0"
759,Дикая Утка,https://www.tripadvisor.ru/Restaurant_Review-g298480-d13149167-Reviews-Dikaya_Utka-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 232-43-86,"улица Преображенская, 63Б, Белгород 308009 Россия",45,"4,0"
760,Алиса в стране чудес,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186121-Reviews-Alice_in_Wonderland-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 232-11-04,"50 лет Белгородской области, 14, Белгород 308000 Россия",70,"4,0"
761,Бистро «Жарь»,https://www.tripadvisor.ru/Restaurant_Review-g298480-d12830358-Reviews-Zhar-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 237-30-35,"ул. Попова, 36, Белгород 308000 Россия",17,"4,5"
762,Sosnovka Loft,https://www.tripadvisor.ru/Restaurant_Review-g298480-d10915828-Reviews-Sosnovka_Loft-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 277-88-77,"ул. Волчанская, 280А, Белгород 308000 Россия",36,"4,0"
763,Декабрист,https://www.tripadvisor.ru/Restaurant_Review-g298480-d9741035-Reviews-Dekabrist-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 277-09-61,"Народный бульвар, 79А, Белгород 308000 Россия",37,"4,0"
764,Орион,https://www.tripadvisor.ru/Restaurant_Review-g298480-d12573952-Reviews-Orion-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 277-87-78,"пр-кт Гражданский, 61, Белгород 308000 Россия",48,"4,0"
765,Белогорье,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186202-Reviews-Belogorye-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 221-56-04,"Песчаная, 1а, Белгород 308017 Россия",32,"4,5"
766,Корчма,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186183-Reviews-Korchma-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 252-56-68,"Щорса, 45а, Белгород 308036 Россия",17,"4,5"
767,Веранда и вино,https://www.tripadvisor.ru/Restaurant_Review-g298480-d17652341-Reviews-Veranda_i_Vino-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 930 085-55-05,"Соборная Площадь, 1, Белгород 308009 Россия",10,"4,5"
768,Шоколадница,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186320-Reviews-Chokoladnitsa-Belgorod_Belgorod_Oblast_Central_Russia.html,,"Щорса, 64, Белгород 308036 Россия",17,"4,5"
769,Пиццемания,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186422-Reviews-Pizzemania-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 235-32-23,"Преображенская, 74а, Белгород 308009 Россия",14,"4,5"
770,Устричный бар Oysters,https://www.tripadvisor.ru/Restaurant_Review-g298480-d22885332-Reviews-Oysters_Bar-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 910 741-61-31,"Святотроицкий бульвар, 1, Белгород 308009 Россия",6,"5,0"
771,Амати,https://www.tripadvisor.ru/Restaurant_Review-g298480-d12053609-Reviews-Amati-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 236-45-82,"ул. Белгородского полка, 56A, Белгород 308001 Россия",9,"5,0"
772,Мастер пицца,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186203-Reviews-Master_Pizza-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 250-65-02,"Богдана Хмельницкого проспект, 160в, Белгород 308010 Россия",15,"4,5"
773,Веретено,https://www.tripadvisor.ru/Restaurant_Review-g298480-d9716721-Reviews-Vereteno-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 250-50-88,"Волчанская, 280а, Белгород 308000 Россия",39,"4,0"
774,Печь,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186237-Reviews-Pech-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 231-18-80,"Николая Чумичова, 126, Белгород 308014 Россия",11,"5,0"
775,#Место Гриль,https://www.tripadvisor.ru/Restaurant_Review-g298480-d14024735-Reviews-Mesto_Grill-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 236-66-34,"Свято-Троицкий бульвар, 7, Белгород 308009 Россия",34,"3,5"
776,Mamma Mia,https://www.tripadvisor.ru/Restaurant_Review-g298480-d17519190-Reviews-Mamma_Mia-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 240-72-07,"проспект Богдана Хмельницкого, 125, Белгород 308002 Россия",6,"5,0"
777,Ресторан ГРИНН Beer,https://www.tripadvisor.ru/Restaurant_Review-g298480-d7939021-Reviews-Restaurant_Grinn_Beer-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 236-44-94,"пр. Богдана Хмельницкого, д. 137Т 3 Floor, Белгород 308000 Россия",79,"3,5"
778,Сковорода&Гриль,https://www.tripadvisor.ru/Restaurant_Review-g298480-d8523287-Reviews-Skovoroda_Grill-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 910 737-19-43,"ул. Победы, 165, Белгород 308015 Россия",23,"4,0"
779,Экватор,https://www.tripadvisor.ru/Restaurant_Review-g298480-d7763785-Reviews-Ekvator-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 222-77-05,"ул. Победы, 85, Белгород Россия",10,"4,5"
780,Сопрано,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186271-Reviews-Soprano-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 255-57-57,"Костюкова, 14 Белгордского полка, 62, Белгород 308024 Россия",25,"4,0"
781,Милан,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186215-Reviews-Milan-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 258-82-16,"Костюкова, 34а, Белгород 308012 Россия",19,"4,0"
782,Мандарин,https://www.tripadvisor.ru/Restaurant_Review-g298480-d17388697-Reviews-Mandarin-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 228-90-98,"ул. Щорса, 64 второй этаж, Белгород 308000 Россия",5,"5,0"
783,Оригами,https://www.tripadvisor.ru/Restaurant_Review-g298480-d8348444-Reviews-Origami-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 220-22-42,"Гражданский проспект, 18, Белгород 308000 Россия",13,"4,0"
784,Белладжио,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186114-Reviews-Belladzhio-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 237-31-83,"Дегтярёва, 2Б, Белгород 308027 Россия",60,"4,0"
785,Гастробар 360°,https://www.tripadvisor.ru/Restaurant_Review-g298480-d23146144-Reviews-Gastrobar_360-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 904 533-55-30,"Есенина 7 ТД Галерея, Белгород 308036 Россия",4,"5,0"
786,Samovar,https://www.tripadvisor.ru/Restaurant_Review-g298480-d10734123-Reviews-Samovar-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 277-04-04,"Нарядная 1, Белгород Россия",26,"3,5"
787,Новая Волна,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186220-Reviews-Novaya_Volna-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 277-08-12,"Корочанская, 1, Белгород 308006 Россия",20,"4,0"
788,Восточный Экспресс,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186140-Reviews-Vostochny_Express-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 276-05-20,"Вокзальная, 1, Белгород 308001 Россия",11,"4,0"
789,Secret Pizza lab.,https://www.tripadvisor.ru/Restaurant_Review-g298480-d16708542-Reviews-Secret_Pizza_lab-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 906 600-50-70,"Конева, 4, Белгород 308036 Россия",4,"5,0"
790,Драфт,https://www.tripadvisor.ru/Restaurant_Review-g298480-d8346143-Reviews-Draft-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 236-53-46,"Свято-Троицкий бульвар, 1, Белгород 308000 Россия",8,"4,5"
791,Бургерная «Артель»,https://www.tripadvisor.ru/Restaurant_Review-g298480-d10915837-Reviews-Burgernaya_Artel-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 920 593-65-71,"ул. Богдана Хмельницкого, 164, Белгород 308010 Россия",12,"4,0"
792,Дуду Кебаб Хауз,https://www.tripadvisor.ru/Restaurant_Review-g298480-d6186160-Reviews-Dudu_Kebab_House-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 254-20-11,"Королёва, 9а, Белгород 308033 Россия",15,"4,0"
793,Чёрная Утка,https://www.tripadvisor.ru/Restaurant_Review-g298480-d14004715-Reviews-Chyornaya_Utka-Belgorod_Belgorod_Oblast_Central_Russia.html,+7 472 273-27-77,"ул.Студенческая 1Р, Белгород 308023 Россия",19,"3,5"
794,KFC,https://www.tripadvisor.ru/Restaurant_Review-g298480-d8347086-Reviews-Kfc-Belgorod_Belgorod_Oblast_Central_Russia.html,,"Белгородский проспект, 87, Белгород 308000 Россия",29,"3,5"
