id_comment,id_restaurant,comment_text,comment_usability, comment_date
1520,22,"Буфет. С этим названием ассоциация, что это кондитерская. Но нет. Хорошее кафе. Интересная подача блюд. Вкусный борщ, жалко мясо пожалели, и делают из курицы. Но к борщу идёт сало, зубчик чеснока и зелёный лук. Паста карбонаду, вкусная, сливочная. А вот драники подкачали и испортили все впечатление. Сырые и безвкусные.Официанты нерасторопные, не здороваются. Заказ принесли быстро. На уличной террасе грязновато, не подметают. За соседним столом курил парень. В целом оценка 4. Если б не драники, была бы 5.",0,27 июля 2020 г.
1521,22,"Очень хорошо, действительно. Чизкейк с ягодным соусом - их собственный, толще в два раза, чем обычно везде в сетевых кафе. Крем-капучино не отличается на вкус от капучино, хотя там вместо молока сливки, сытный завтрак (яичница, тосты, сыр, масло, бекон) - приятный, все свежее. Мой друг своей кашей был доволен, принесли горяченную. Спасибо!",1,20 октября 2019 г.
1522,22,Достаточное большое меню для завтрака! И очень привлекательные цены в добавок ещё и интерьер симпатичный),2,15 октября 2019 г.
1523,22,"Уютно, вкусные коктейли. Кухня скорее традиционная европейская, но нестандартный набор мясных блюд. Приятная атмосфера заведения.",0,5 октября 2019 г.
1524,22,"Гуляли по городу и решили перекусить в Буфете. В летнем сезоне есть небольшая веранда на улице , но мы решили разместиться внутри. Уютно, интересный дизайн, который хочется рассматривать. Мне кажется это отличное место для завтраков. Все, что мы заказали очень понравилось. Вкусно, свежие продукты. Судак нежный, вкусный медово-горчичный соус. Сырники отменные. Мужу понравилась мясная окрошка и драники. Ценник средний. Официанты молодые. Приятно, что поинтересовались принести сразу блюда или по мере готовности. Есть парковка рядом. Самые уютные места возле окошек. Однозначно вернёмся ещё! ",0,14 июля 2019 г.
1525,22,"Очень хороший ресторанчик, уютная атмосфера, милые официантки. Еда вкусная, паста огонь)) цены не дорогие. Очень доволен. ",0,21 января 2019 г.
1526,22,"Отправились в Буфет по приезду в Липецк и рекомендации знакомых. Неплохое заведение, уютно. Качество омлета хорошее, но слишком много масла. Суп, откровенно говоря, не шедевр. Ощущение- среднее, при таком интерьере ожидаешь лучшего качества еды... и проверьте орфографию в меню- слишком много лишних «Н»",0,16 января 2019 г.
1527,22,"Обедали в данном заведении. По началу было все довольно хорошо. Интересное оформление, быстро приняли заказ и достаточно быстро начали приносить, учитывая что был заказан бизнес ланч и кофе(напитки не входят в б/л). Сами порции очень скромные. Но по соотношению цена/качеству вполне нормальные. После того как с едой было покончено началось самое интересное. Мы начали ждать кофе... потом мы продолжили его ждать... официантка, которая нас обслуживала, ушла в другой зал. Позвали другого. Сказали, что ждем кофе, тот сказав, что понял, удалился. В итоге прождав еще 10 мин(всего 25) мы пошли на выход через кассу. И что самое удивительное- кофе был пробит в чеке! На вопрос почему нам не принесли кофе- нам ответили, что уберут его из чека. И всё! Извинений за такое обслуживание(никаких сверхтребований мы не требуем никогда, но самый простой сервис за наши деньги, я считаю, мы заслужили) мы не получили. Даже не удасужились нам прокоментировать ситуацию. Оценка скорее за сервис, чем за все остальное. ",1,21 ноября 2018 г.
1528,22,"Поесть здесь можно. У меня был хорошие официант, вкусная еда и неплохое пиво. Сказать , что это лучшее заведение в городе, наверное, нет. Но если Вы хотите бюджетно поесть, Добро пожаловать.",0,18 сентября 2018 г.
1529,22,"Обслуживание понравилось, только контингент, который посещает это место по вечерам не ахти.. салаты были не плохие, горячее блюдо жестковатое.",0,29 августа 2018 г.
1530,22,"Подыскивала какое-нибудь кафе, чтобы отдохнуть и перекусить после работы. Хотелось какого-то необычного десерта, и мне вспомнилось, что когда-то была в ""Буфете"", и там как раз был большой выбор десертов. Пока ехала, начиталась негативных отзывов в интернете и, честно говоря, побаивалась. Но мне всё понравилось. Я сидела в зале, про уличную площадку ничего не скажу, а в зале уютно, вроде бы чисто и обслужили меня довольно быстро. Действительно, очень богатое меню, глаза разбегались. Ну, немного дороговато, правда, но терпимо. И я наконец-то нашла место, где можно попробовать действительно настоящий ""Наполеон"", такой, как я люблю! Единственное, в чём мне не повезло – в соседнем зале отмечался детский день рождения, поэтому было довольно шумно, что очень напомнило мою работу )). Но, думаю, на месте родителей я бы тоже выбрала это место.",0,20 августа 2018 г.
1531,22,"Достаточно дешево и вкусно,но обслуживание отвратительное,официантов на летней площадке, практически, не бывает. Кроме этого офики плохо знают меню, ничего не могут посоветовать, работают медленно, приносят уже сдохший кофе,столы толком не моются,когда просишь протереть стол,делают это с такииииим недовольным лицом,что хочется уйти. Администратор Ольга никак не реагирует на просьбы,замечания, пожелания. К поворам и барменам претензий нет,все гуд",0,1 августа 2018 г.
1532,22,"Кафе открывается в 7:30, что является огромным плюсом, но кофе пришлось ждать до 8:00, т.к. бармен, со слов официанта, задерживался При мне зашло человек восемь-десять, умоляли дать кофе, получали отказ, матерились и уходили(( обидно за коллег кофеманов. Администрация кафе, купите будильники барменам!!!",0,25 июля 2018 г.
1533,22,"Пришли по совету персонала с отеля, так как изучив отзывы многих заведений, мягко говоря, разочаровались в Липецком общепите. В целом мне и коллегам ужин понравился. ",1,12 июня 2018 г.
1534,22,"Кафе, немного не определившееся с интерьером, но уютное. Обслуживают хорошо и вежливо, правда, в выходной забыли убрать меню на ланч. Еда вкусная. На столах меню спортивных ТВ трансляций.",0,8 июня 2018 г.
1535,22,"Заходила на бизнес-ланч, еда не вкусная, отбивная резиновая, в супе 3 ломтика колбасы из мясного, на выбор можно 2 разных меню",0,1 октября 2016 г.
1536,22,"Уютно. Зашла в это кафе так как рядом гостиница, в которой я остановилась. Быстрое обслуживание. Приятные официанты. Брала профитроли на десерт - категорически рекомендую. Выглядят необычно, но очень вкусно) По ценам - средне. Единственный минус ( для меня) - неудобные кресла. Ну это моё имхо. ",0,16 сентября 2016 г.
1537,22,"Хорошее место, хотя и не в центре. Красивый интерьер. Заботливые официанты. Оригинальное меню. Очень вкусное блюдо - курица в хлебе. Рекомендую для посещения. Положительные эмоции после посещения гарантированы.",0,21 августа 2016 г.
1538,22,"Интерьер в Буфете очень симпатичный, жаль, что тесновато и по моему мнению темновато. Хотя может быть, это оптимальные условия для романтических встреч. или для чашечки кофе в томном одиночестве. Но для встреч с друзьями место не подходящее :)",0,4 августа 2016 г.
1539,22,"Были проездом в Липецке, зашли в буфет позавтракать.+ Невысокие цены+ Довольно вкусная еда, соответствующая стоимости+ Вкусный капучино- Овсяная каша с шелухой- В целом, приятный интерьер, но уже требует обновления - всё потёртое, поношенное",0,11 июля 2016 г.
1540,22,"Очень приятное заведение. Вкусная, не дорогая еда. Во время поездок в Липецк, стараюсь обедать здесь, в ""Буфете"". Ни разу не был разочарован. Всем советую посетить.",0,25 мая 2016 г.
1541,22,"Место прикольное. Интерьер -супер!!! Чай вкусный . Еду хотелось бы попробовать. спасибо , вернёмся . Все понравилось ",0,23 мая 2016 г.
1542,22,"понравилось меню, есть что выбрать. цены, ниже тамбовских (на салаты и кофе). Больше всего понравился интерьер и то, что принесли все очень быстро) это было прям неожиданно)",0,25 апреля 2016 г.
1543,22,"Хорошее кофе , соотношение цены и качества на уровне ! Всегда вежливый и отзывчивый персонал ! Одно из не многих кофе , где можно посмотреть хоккей и футбол !) все всегда вкусно ! ",0,11 января 2016 г.
1544,22,"Приезжала в Липецк бабушку проведать, зашла в кафе ближайшее. Цены приятно удивили, выбор неплохой, паста карбонара мне понравилась и десерт тоже. Советую там перекусить:)",0,27 ноября 2015 г.
1545,22,"Напоминает студенческую столовую. Цены не кусаются, но и нельзя сказать, что очень вкусно. Меня это заведение не привлекло. ",0,14 сентября 2015 г.
1546,22,"Прекрасный и уютный ресторанчик. Двухуровневый зал. Везде чисто. Обслюживание достаточно быстрое.Понравился бизнес ланч. Очень вкусно, всё свежее, порции средние.Рекомендую!",0,23 августа 2015 г.
1547,22,"Всегда захожу сюда во время визитов в Липецк. И всегда доволен. Уютный интерьер, вежливые и ненавязчивые официанты, вкусная домашняя еда, адекватные цены.",0,14 августа 2015 г.
1548,22,"Хорошее кафе, с доступными ценами и вкусной едой, персонал очень вежливый, еду быстро приносят, в кафе чисто.",0,9 июня 2015 г.
1549,22,"Отличный вариант перекусить салатом и шпинатом. Неплохая пицца ""4 сыра"". Обязательно попробуйте шоколадную колбасу ) Пиво стало невкусным. Хороший кофе и травяные чаи.",0,11 мая 2015 г.
1550,22,"Визит был 26.04.2015. Наша компания из 5 человек решили пообедать в сие заведении, зная что это одно из заведений сети Амстердама. НО... Ничего хорошего сказать не могу. Полное разочарование. Официантка-стажер вообще плохо говорит по-русски. Ни одно из блюд не понравилось. Говяжий язык был испорчен. Дранники не вкусные. Пельмени разваренные. Не рекомендую, пока администрация не примет каких-то мер. ",3,26 апреля 2015 г.
1551,22,Хорошее кафе в центре города. Рекомендую для приятного время провождения в кругу друзей. Доступные цены и вкусный кофе.,0,22 апреля 2015 г.
1552,22,"Местечко очень понравилось. Расположено около гостиницы, ходили туда ужинать. Обслуживание и цены понравились",0,8 апреля 2015 г.
1553,22,"Были на деловом обеде. Хороший интерьер: кафе разделено на 2 зала, были в том что повыше (и потише). Разнообразное меню, цены демократичные. Ненавязчивое обслуживание. Все было вкусно. Попробовали неплохое местное пиво.",0,26 сентября 2014 г.
1554,22,"Кафе входит в ресторанную группу Амстердам. Расположено рядом с рестораном Амстердам в центре города, недалеко от гостиниц Металлург и Советская. В кафе имеется два зала и барная стойка. Вечерами бывают концерты живой музыки. Цены демократичные. меню при этом соответствует ценнику, но довольно вкусно. Хорошо подходит как для бизнес встречи, так и для романтического ужина.",0,14 августа 2014 г.
1555,22,"место удачно расположено, в центре города, но еда оставляет желать лучшего...для быстрого перекуса потянет, и просто, чтобы провести какое то время, без претензий...",2,27 марта 2014 г.
1556,22,"Хорошее заведение, но скорее для деловых завтраков или легкого обеда. Хорошее внутреннее оформление, приветливый персонал. Мы туда приезжаем по утрам с нашими иногородними бизнес-партнерами позавтракать периодически. Накладок никогда не было. Советую.",2,11 марта 2014 г.
1557,23,"Обслуживание и кухня - полный отстой26.08 заказала строганину из пеламиды с картофелем, чесночными гренками и луком, принесли только строганину.Официант на вопрос ""где картофель с гренками"" спросила ""а что, так в меню? А, ну спрошу на кухне"" Позже принесла. Гренки каменные, есть невозможно, можно сломать зубы. Строганина из пеламиды по факту - куски скумбрии холодного копчения (?). Когда я об этом сказала официанту, она просто сказала - понятно, можно забрать тарелки?Ну круто, отличный подход к посетителю! Ни замены блюда, ни извинений, ни исключения стоимости блюда из счета, ни даже скидки. Наверное потому что я съела картошку.",0,27 августа 2021 г.
1558,23,"Девушка администратор сначала говорит одно (о скидке в 20 процентов в день рождения), а по факту оказывается, что при сумме от 3000. На контак не идут, и признавать свое упащение не хотят. Наезжают на гостя, сами не предлагают решение проблемы.Отношение, конечно, испортилось к этому заведению.",0,19 августа 2021 г.
1559,23,"Хорошее заведение, очень доброжелательный персонал, вкусно готовят, неплохая винная карта. Меню разнообразное (глаза разбежались), красивая подача блюд, стильный интерьер, есть веранда, которая напомнила в своё время модную Крышу мира. Хорошие Кальяны.",0,7 июля 2021 г.
1560,23,"Началось все,как роман. Было вкусно,красиво и не стандартно. Превратилось в чернушный рассказ. Пафос остался,официантов надо ждать часами,еда уровня кафе на трассе. Прощай,библиотека! Ты не N 1,а N 100000000000001,возможно. К тебе я больше не ездок!",2,4 сентября 2020 г.
1561,23,"Почитал отзывы - сколько чуши человеки пишут. Много путешествую, поэтому могу сравнивать. Так вот: очень хорошо и правильно. Видно что сделали и делают с умом. Это очень тяжело сделать в Липецке такое место и не скатиться в «пиво-стейковое заведение». Желаю владельцам и менеджементу воли и терпенья в воспитании вкуса. Выявляйте «ваших клиентов» и больше им внимания. Рекомендую к спокойному и вдумчивому посещению;)!!!! Оч хорошая атмосфера.",6,18 марта 2020 г.
1562,23,"Были в этом ресторане в октябре 2019 г. с коллегой. Красивый интерьер, достаточно уютный. Официантка подробно рассказала нам о меню. Само меню очень большое, не знаю, плюс это или минус для данного ресторана. Но выбор наш оказался не совсем удачным. На закуску взяли куриные наггетсы (называются ""Чикен фингерс""). Совершенно резиновые, откусить было тяжело. Не очень понятно, как можно так испортить куриное филе. Поскольку были очень голодны, то сжевали это кое-как. Официантка предложила хлеб, который выпекается в данном ресторане, что подкупило. Обычно хлеб свежий и вкусный. Но по факту принесли старый, сухой хлеб :( На горячее рискнули заказать стейк из вырезки. Принесли какое-то пареное мясо, отдаленно напоминавшее стейк. Ни корочки на стейке, ни сочности я не обнаружила. На гарнир была печеная картошка, есть которую было нельзя. Пахла затхлым, такое впечатление, что она не меньше года где-то хранилась. Подавать такое нельзя категорически. На этом мы ужин завершили, решив не рисковать заказывать десерт и на кофе переместились в другое заведение.",2,21 октября 2019 г.
1563,23,"Все здорово, не первый раз бываем. Марку держат. Пиво вкусное, еда вкусная, интересная. Все здорово, начиная от гардероба и туалетов и заканчивая обслуживанием и стейками.",2,7 октября 2019 г.
1564,23,"Атмосфера прекрасная. Еда и обслуживание - ниже критики. Пиво кончилось, заказ ждали более 40 минут, пока я не начал ругаться. Официанты спят. Качество еды - ужасное (я ел стейк - такого ""подмётоного"" стейка, якобы ""средней прожарки"" не ел давно.",4,6 сентября 2019 г.
1565,23,"Очень разнообразное меню - на любой вкус. Красивая подача блюд. Быстрое обслуживание и приготовление, и подача. Отдельное большое спасибо официанту Никите.",0,5 сентября 2019 г.
1566,23,"Огромное меню, всего по чуть-чуть, ничего толком. Борщ неплохой, шашлык из курицы пересолен, принесли через час после заказа, сказали, что это нормально. Ценник не соответствует блюдам и сервису. ",0,23 июля 2019 г.
1567,23,"Второй раз зашёл в этот ресторан убедиться в точности первого впечатления! И да! Первое впечатление подтвердилось -невероятно вкусная кухня, привлекательный интерьер и отличный сервис! Лучшее, что есть в Липецке!",2,14 мая 2019 г.
1568,23,"Неожиданно семьей решили ""сгонять"" в Липецк. Город оказался достаточно большим, что вообщем я не ожидала. Погуляли по городу сходили в ""Нижний"" парк, покатались на аттракционах и естественно захотели кушать. Куда пойти ? Города не знаем, ресторанов тоже, но поднимаясь по лесенке к областной думе увидели ресторан ""Библиотека №1"". На свой страх решили зайти. Интерьер нас приятно удивил и мы решили остаться. Приятная атмосфера, современное решение интерьера , отделенные от зала большие столы, что позволяет чувствовать себя не в толпе. Милая девушка внимательно выслушала наши заказы, без удивления и возмущения приняла к сведению наши пожелания. Все блюда оказались отменными, салаты вкусными, супы отличные , стейк из говядины выше всяких похвал . Мы остались очень довольны , о чем оставили свой отзыв в книге жалоб и предложений. Спасибо большое сотрудникам ресторана.P/S Уже в Москве увидела отрицательные отзывы. Согласиться с ними не могу. Возможно, что нам просто повезло!",0,13 мая 2019 г.
1569,23,"Не рекомендую. Официанты-хамоватые, блюда пережаренные, в чек включили то, что не заказывали. Цены-высокие, совершенно не соответствуют уровню обслуживания и качеству блюд",1,11 мая 2019 г.
1570,23,"В очередной раз прихожу к мнению, что в этом ресторане готовить не умеют и не прислушиваются к замечаниям. Второй раз решили попробовать говяжью печень, предварительно предупредив о подаче ее розовой (не пересушенной) и в итоге получили именно то, что боялся увидеть на тарелке, совершенно несъедобный продукт. Жаренный картофель был тоже квелый. Когда я попросил выйти в зал шеф повора, услышал в ответ, что в выходной ни Шефа ни сушефа нет. Тогда предлагаю закрывать ресторан на выходные, если готовят студенты и с кого тогда спрашивать. Топ апогея был когда я заказывал все из постного меню, а администратор ничего не спрашивая и не предлагая принёс комплиментом мороженое, на то что я пощусь никто не прореагировал. Надеюсь хоть что-то изменится в этом месте в будущем, место приятное, над сервисом и кухней нужно работать!",0,31 марта 2019 г.
1571,23,"Провели вечер с друзьями в этом заведении, в субботу вечером после 21 00 4.столика, была живая музыка 4 песни, по работе официантов есть претензии- плавают по меню, постоянно уточняют есть ли в наличии с грустным лицом без интузиазма 3 с минусом. Устрицы с завышенной ценой как и все по меню, строганина не правильно подана, такое ощущение что на слайсе нарезана, пласты рыбы должны быть толщиной 0,4 - 0,5 мм а принесли прозрачные кусочки которые через 5 мин превратились в кашу хоть и лежали на пергаменте и на большом куске льда, салаты посредственные вечер провели так себе, я бы не порекомендовал ",0,28 марта 2019 г.
1572,23,"Несколько раз по работе приезжала в Липецк и к сожалению, все мои попытки найти комфортное и одновременно вкусное место для ужина были не очень удачными. По совету знакомых посетила ресторан Библиотека. Очень и очень довольна визитом. Стильное место, интересное меню и оформление блюд. Вкусно)Профессиональный персонал. Твердая пятерка, в следующую командировку обязательно приду еще раз",0,2 марта 2019 г.
1573,23,"Провели мероприятие в данном заведении. Из + отмечу: интерьер (люди с удовольствием фоткались), работу администратора (организация была хорошая+терпение к детям, которые носились по заведению), работу официанта (обслуживанием остались довольны), работу кондитера (торт брали в Библиотеке под заказ-очень вкусный). Теперь -: еда не то, что невкусная, а многое невозможно есть. Салаты еще более-менее. Но горячее-караул. Бифштексы непрожаренные, утка невкусная, гарнир с курицей никто не смог съесть. Только рыба была съедобная.Как итог, нам было стыдно за кухню перед гостями. Никакие мероприятия там точно больше не будем отмечать.",1,17 января 2019 г.
1574,23,"Хорошая кухня и продвинутое меню напрочь портится хамским персоналом. Девушка на ресепшене надменно оценивает посетителей взглядом и с полным презрения лицом и словами «Молодые люди, пройдёмте» приглашает внутрь. Официант даже не пытается поставить посуду перед вами, а протягивает её вам в руки, потому что ему лень наклоняться. Официант меню не знает, подсказать ничего не может, когда называешь блюдо он с удивлением пытается сообразить, о чём речь. По выходным вечерами здесь завывает под караоке пергидрольная блондинка, не попадая в тон нотам. Это называется «живая музыка».Вообщем, хорошую для Липецка идею ресторана «высокой кухни» с интересным меню и в принципе нормальными поварами (не мишлен, конечно, но ни одно блюдо из поданных нам испорчено не было), напрочь убили хамством и невоспитанностью персонала. Хозяевам нужно как следует перетряхнуть обслуживающий персонал, выгнать надменных и ленивых бездельников, а на их место взять ребят, которые будут ценить свою работу и клиентов. И проводить для них регулярные тренинги, чтобы персонал был вышколен, как и должно быть в заведениях такого уровня. А вместо воющей караоке блондинки приглашать музыкантов, которые будут вживую играть на инструментах: саксофон, гитара, аккордеон - посмотрите, как это заделано в хороших заведениях Москвы и Петербурга.А пока посещать это заведение стоит только если вы нетребовательны к уровню обслуживания и спокойно переносите местное хамство.",4,15 декабря 2018 г.
1575,23,"Отзыв на основе двух посещений, поэтому блюд попробовали много. Итак, интерьер интересен, тематичен и продуман.Обслуживание не плохо, но официанты могли бы обсуждать личные проблемы вдали от слышимости гостей.Меню обширное, есть из чего выбрать. Исполнение блюд не всегда удачно, например, нас разочаровало: бургер сет, мясо с каким-то хлебом (название не запомнили) с двумя огромными кусками засушенного лука порея, рулетики из цуккини с сыром.Но в большей степени, конечно, было вкусно: например, телячьи щёчки, куриные шашлычки, сырный суп, щучьи котлеты, и многое другое. Поэтому, советую пойти и найти именно своё блюдо в библиотеке вкусов.На меню написано о доставке блюд, но данной услуги не оказалось! Пришлось идти и самим забирать заказ. Уж если вы указываете эту услугу, то будьте добры обеспечить её присутствие. При посещении ресторана некоторые блюда забрали с собой, с нас взяли за контейнеры по 5₽, причем за 4, хотя упаковали в 3, дело конечно не в деньгах, а в факте взимания платы за упаковку, возможно, в Липецке это нормальная практика, как и отсутствие доставки.",2,6 ноября 2018 г.
1576,23,"Были здесь на бизнес-встрече. Место приятное, находится в центре, есть парковка прямо у входа. Сервис очень приятный. В будни есть ланчи, цены от 280 до 400 рублей. Также и основное меню. Время подачи не быстро, порядка 15-20 минут. Вживую место выглядит приятнее чем на фото.",1,9 августа 2018 г.
1577,23,"Бывает, заходим с коллегой мимоходом в это милое местечко, а бывает, целенаправленно идём именно туда. Летом нас встречает приятная прохлада, зимой - тепло. Предупредительные официанты с умненькими лицами быстро принимают и приносят заказ. Приятно свежие блюда и десерты.",2,23 июня 2018 г.
1578,23,"Не скучный интерьер, красивый вид из окон, особенно зимой. Что насчет кулинарии, могу сказать, что очень даже на уровне! Правда некоторые блюда на любителя, именно по сочетанию продуктов. У меня осталось приятное ощущение от посещения библиотеки! ",0,15 марта 2018 г.
1579,23,"Большой компанией отмечали встречу выпускников. Интерьер и подход пафосный, достаточно интересный. Кухня не плохая, но не более. Интересно реализованы уютные ""кабинки"" для небольших компаний. Приятная музыка. Цены достаточно высокие, но, наверное, оправданные. Вполне подходит для романтического ужина, но, наверное, для деловой встречи я бы рекомендовал место потише.",1,4 марта 2018 г.
1580,23,"Хочу поведать неприятный опыт посещения данного заведения. Подруга прожужжала все уши, что здесь очень хорошая кухня. Решили сходить сюда вечером 14 февраля. Стол заказали заранее за 2 недели на 4 персоны. Сказать, что мы оказались недовольны- ничего не сказать. Около 20 минут мы ждали официанта, чтобы сделать заказ. Алкоголь принесли достаточно быстро, а вот стакан морса почему-то несли 40 минут, тогда же и принесли первый салат. В 8 часов вечера началась живая музыка. И на просьбу сделать хоть немного потише звук- получили отказ. Беседовать за столом было практически невозможно. Мы постоянно дёргали официантов и интересовались, на какой стадии наш заказ, на что нам говорили: все готовится, ожидайте. Спустя (внимание!) ДВА часа ожидания мы говорим, что больше ждать мы не готовы и просим счёт за то, что мы уже выпили и мы уходим. На что нам предлагают ещё немного подождать и готовы подать нам десерты за счёт заведения. Мы принимаем решение остаться, потому что хотелось все-таки попробовать кухню. В итоге спустя полчаса мы поднимаемся из-за стола и нам выносят часть заказа. Уже не было ни времени, ни настроения ( к слову, уже было 23:00) для продолжения ужина. За 5 минут быстро поели, а одно из блюд вообще не вынесли а положили нам «с собой». Официанты выкручивались, как могли, но остался вопрос: почему нельзя было предупредить о том, что в заведении проблемы с кухней и из-за большого потока людей горячее ждать от 2х часов? У нас была бы возможность либо выбрать другие блюда ( хотя, не знаю, в чем проблема пожарить стейк или нарезать овощной салат), либо сменить заведение.Прошу учитывать всех посетителей тот факт, что если зал заполнен, то сразу интересуйтесь временем на приготовление вашего заказа!К слову, блюда оказались не такими достойными, как хотелось бы за их стоимость. Но возможно, это может быть был просто неудачный выбор блюд.",1,17 февраля 2018 г.
1581,23,"Последние 6 месяцев 2017—2018 года качество кухни опустилось до нуля. Ранее ходили с семьей, друзьями, советовали всем, как одно из лучших ресторанов города Липецк. Но сейчас можно только на чай или кофе зайти, кухня - не вкусная. Порции маленькие, нет - крошечные.  Цена любого стейка за 100 грамм. Официанты спрашивают о весе стейка , просят указать кусок каким весом 230 или 260 грамм подойдёт, но приносят просто жир и сухожилия. Сейчас сюда стыдно вести друзей, опасно вести детей ( останутся голодными)",2,4 февраля 2018 г.
1582,23,"Мы несколько раз посещали Библиотеку с коллегами, каждый раз довольны. Здесь хорошо готовят мясо (даже стейки), морепродукты - все вкусно и небанально. А ещё этот ресторан расширит ваш десертный кругозор, выбор блюд продиктован большой фантазией. Ещё бы опечатки из меню убрать Напитки тоже на уровне, меня классно подлечил чай с мёдом, а коллег - водка (кстати, почему её подают в таких больших стаканах? :))Мы наслаждаемся этим местом",0,6 декабря 2017 г.
